filename,transcription
a01-003-02-00.png,turn
a01-003-02-01.png,down
a01-003-02-02.png,the
a01-003-02-03.png,Foot-Griffiths
a01-003-02-04.png,resolution
a01-003-02-05.png,.
a01-003-02-06.png,Mr.
a01-003-03-00.png,Foot's
a01-003-03-01.png,line
a01-003-03-02.png,will
a01-003-03-03.png,be
a01-003-03-04.png,that
a01-003-03-05.png,as
a01-003-03-06.png,Labour
a01-003-03-07.png,M Ps
a01-003-04-00.png,opposed
a01-003-04-01.png,the
a01-003-04-02.png,Government
a01-003-04-03.png,Bill
a01-003-04-04.png,which
a01-003-04-05.png,brought
a01-003-05-00.png,life
a01-003-05-01.png,peers
a01-003-05-02.png,into
a01-003-05-03.png,existence
a01-003-05-04.png,","
a01-003-05-05.png,they
a01-003-05-06.png,should
a01-003-05-07.png,not
a01-003-06-00.png,now
a01-003-06-01.png,put
a01-003-06-02.png,forward
a01-003-06-03.png,nominees
a01-003-06-04.png,.
a01-003-06-05.png,He
a01-003-06-06.png,believes
a01-003-07-00.png,that
a01-003-07-01.png,the
a01-003-07-02.png,House
a01-003-07-03.png,of
a01-003-07-04.png,Lords
a01-003-07-05.png,should
a01-003-07-06.png,be
a01-003-07-07.png,abolished
a01-003-08-00.png,and
a01-003-08-01.png,that
a01-003-08-02.png,Labour
a01-003-08-03.png,should
a01-003-08-04.png,not
a01-003-08-05.png,take
a01-003-08-06.png,any
a01-003-08-07.png,steps
a01-003-09-00.png,which
a01-003-09-01.png,would
a01-003-09-02.png,appear
a01-003-09-03.png,to
a01-003-09-04.png,""""
a01-003-09-05.png,prop
a01-003-09-06.png,up
a01-003-09-07.png,""""
a01-003-09-08.png,an
a01-003-09-09.png,out-dated
a01-003-10-00.png,institution
a01-003-10-01.png,.
a01-003u-00-00.png,Though
a01-003u-00-01.png,they
a01-003u-00-02.png,may
a01-003u-00-03.png,gather
a01-003u-00-04.png,some
a01-003u-00-05.png,Left-wing
a01-003u-01-00.png,support
a01-003u-01-01.png,","
a01-003u-01-02.png,a
a01-003u-01-03.png,large
a01-003u-01-04.png,majority
a01-003u-01-05.png,of
a01-003u-01-06.png,Labour
a01-003u-02-00.png,M Ps
a01-003u-02-01.png,are
a01-003u-02-02.png,likely
a01-003u-02-03.png,to
a01-003u-02-04.png,turn
a01-003u-02-05.png,down
a01-003u-02-06.png,the
a01-003u-02-07.png,Foot-
a01-003u-03-00.png,Griffiths
a01-003u-03-01.png,resolution
a01-003u-03-02.png,.
a01-003u-03-03.png,Mr.
a01-003u-03-04.png,Foot's
a01-003u-03-05.png,line
a01-003u-03-06.png,will
a01-003u-04-00.png,be
a01-003u-04-01.png,that
a01-003u-04-02.png,as
a01-003u-04-03.png,Labour
a01-003u-04-04.png,M Ps
a01-003u-04-05.png,opposed
a01-003u-04-06.png,the
a01-003u-05-00.png,Government
a01-003u-05-01.png,Bill
a01-003u-05-02.png,which
a01-003u-05-03.png,brought
a01-003u-05-04.png,life
a01-003u-05-05.png,peers
a01-003u-06-00.png,into
a01-003u-06-01.png,existence
a01-003u-06-02.png,","
a01-003u-06-03.png,they
a01-003u-06-04.png,should
a01-003u-06-05.png,not
a01-003u-06-06.png,now
a01-003u-06-07.png,put
a01-003u-07-00.png,forward
a01-003u-07-01.png,nominees
a01-003u-07-02.png,.
a01-003u-07-03.png,He
a01-003u-07-04.png,believes
a01-003u-07-05.png,that
a01-003u-07-06.png,the
a01-003u-08-00.png,House
a01-003u-08-01.png,of
a01-003u-08-02.png,Lords
a01-003u-08-03.png,should
a01-003u-08-04.png,be
a01-003u-08-05.png,abolished
a01-003u-08-06.png,and
a01-003u-09-00.png,that
a01-003u-09-01.png,Labour
a01-003u-09-02.png,should
a01-003u-09-03.png,not
a01-003u-09-04.png,take
a01-003u-09-05.png,any
a01-003u-09-06.png,steps
a01-003u-10-00.png,which
a01-003u-10-01.png,would
a01-003u-10-02.png,appear
a01-003u-10-03.png,to
a01-003u-10-04.png,""""
a01-003u-10-05.png,prop
a01-003u-10-06.png,up
a01-003u-10-07.png,""""
a01-003u-10-08.png,an
a01-003u-10-09.png,out-
a01-003x-00-00.png,Though
a01-003x-00-01.png,they
a01-003x-00-02.png,may
a01-003x-00-03.png,gather
a01-003x-00-04.png,some
a01-003x-00-05.png,Left-wing
a01-003x-00-06.png,support
a01-003x-00-07.png,","
a01-003x-00-08.png,a
a01-003x-01-00.png,large
a01-003x-01-01.png,majority
a01-003x-01-02.png,of
a01-003x-01-03.png,Labour
a01-003x-01-04.png,0M Ps
a01-003x-01-05.png,are
a01-003x-01-06.png,likely
a01-003x-01-07.png,to
a01-003x-01-08.png,turn
a01-003x-02-00.png,down
a01-003x-02-01.png,the
a01-003x-02-02.png,Foot-Griffiths
a01-003x-02-03.png,resolution
a01-003x-02-04.png,.
a01-003x-02-05.png,Mr.
a01-003x-02-06.png,Foot's
a01-003x-02-07.png,line
a01-003x-03-00.png,will
a01-003x-03-01.png,be
a01-003x-03-02.png,that
a01-003x-03-03.png,as
a01-003x-03-04.png,Labour
a01-003x-03-05.png,0M Ps
a01-003x-03-06.png,opposed
a01-003x-03-07.png,the
a01-003x-03-08.png,Govern-
a01-003x-04-00.png,ment
a01-003x-04-01.png,Bill
a01-003x-04-02.png,which
a01-003x-04-03.png,brought
a01-003x-04-04.png,life
a01-003x-04-05.png,peers
a01-003x-04-06.png,into
a01-003x-04-07.png,existence
a01-003x-04-08.png,","
a01-003x-04-09.png,they
a01-003x-05-00.png,should
a01-003x-05-01.png,not
a01-003x-05-02.png,now
a01-003x-05-03.png,put
a01-003x-05-04.png,forward
a01-003x-05-05.png,nominees
a01-003x-05-06.png,.
a01-003x-05-07.png,He
a01-003x-05-08.png,believes
a01-003x-06-00.png,that
a01-003x-06-01.png,the
a01-003x-06-02.png,House
a01-003x-06-03.png,of
a01-003x-06-04.png,Lords
a01-003x-06-05.png,should
a01-003x-06-06.png,be
a01-003x-06-07.png,abolished
a01-003x-06-08.png,and
a01-003x-07-00.png,that
a01-003x-07-01.png,Labour
a01-003x-07-02.png,should
a01-003x-07-03.png,not
a01-003x-07-04.png,take
a01-003x-07-05.png,any
a01-003x-07-06.png,steps
a01-003x-07-07.png,which
a01-003x-07-08.png,would
a01-003x-08-00.png,appear
a01-003x-08-01.png,to
a01-003x-08-02.png,""""
a01-003x-08-03.png,prop
a01-003x-08-04.png,up
a01-003x-08-05.png,""""
a01-003x-08-06.png,an
a01-003x-08-07.png,out-dated
a01-003x-08-08.png,institution
a01-003x-08-09.png,.
a01-007-00-00.png,Since
a01-007-00-01.png,1958
a01-007-00-02.png,","
a01-007-00-03.png,13
a01-007-00-04.png,Labour
a01-007-00-05.png,life
a01-007-00-06.png,Peers
a01-007-00-07.png,and
a01-007-01-00.png,Peeresses
a01-007-01-01.png,have
a01-007-01-02.png,been
a01-007-01-03.png,created
a01-007-01-04.png,.
a01-007-01-05.png,Most
a01-007-01-06.png,Labour
a01-007-02-00.png,sentiment
a01-007-02-01.png,would
a01-007-02-02.png,#
a01-007-02-03.png,still
a01-007-02-04.png,favour
a01-007-02-05.png,the
a01-007-02-06.png,abolition
a01-007-03-00.png,of
a01-007-03-01.png,the
a01-007-03-02.png,House
a01-007-03-03.png,of
a01-007-03-04.png,Lords
a01-007-03-05.png,","
a01-007-03-06.png,but
a01-007-03-07.png,while
a01-007-03-08.png,it
a01-007-03-09.png,remains
a01-007-04-00.png,Labour
a01-007-04-01.png,has
a01-007-04-02.png,to
a01-007-04-03.png,have
a01-007-04-04.png,an
a01-007-04-05.png,adequate
a01-007-04-06.png,number
a01-007-04-07.png,of
a01-007-05-00.png,members
a01-007-05-01.png,.
a01-007-05-02.png,THE
a01-007-05-03.png,two
a01-007-05-04.png,rival
a01-007-05-05.png,African
a01-007-05-06.png,Nationalist
a01-007-06-00.png,Parties
a01-007-06-01.png,of
a01-007-06-02.png,Northern
a01-007-06-03.png,Rhodesia
a01-007-06-04.png,have
a01-007-06-05.png,agreed
a01-007-06-06.png,to
a01-007-07-00.png,get
a01-007-07-01.png,together
a01-007-07-02.png,to
a01-007-07-03.png,face
a01-007-07-04.png,the
a01-007-07-05.png,challenge
a01-007-07-06.png,from
a01-007-07-07.png,Sir
a01-007-08-00.png,Roy
a01-007-08-01.png,Welensky
a01-007-08-02.png,","
a01-007-08-03.png,the
a01-007-08-04.png,Federal
a01-007-08-05.png,Premier
a01-007-08-06.png,.
a01-007u-00-00.png,Since
a01-007u-00-01.png,1958
a01-007u-00-02.png,","
a01-007u-00-03.png,13
a01-007u-00-04.png,Labour
a01-007u-00-05.png,life
a01-007u-00-06.png,Peers
a01-007u-00-07.png,and
a01-007u-01-00.png,Peeresses
a01-007u-01-01.png,have
a01-007u-01-02.png,been
a01-007u-01-03.png,created
a01-007u-01-04.png,.
a01-007u-01-05.png,Most
a01-007u-01-06.png,Labour
a01-007u-02-00.png,sentiment
a01-007u-02-01.png,would
a01-007u-02-02.png,still
a01-007u-02-03.png,favour
a01-007u-02-04.png,the
a01-007u-02-05.png,abolition
a01-007u-03-00.png,of
a01-007u-03-01.png,the
a01-007u-03-02.png,House
a01-007u-03-03.png,of
a01-007u-03-04.png,Lords
a01-007u-03-05.png,","
a01-007u-03-06.png,but
a01-007u-03-07.png,while
a01-007u-03-08.png,it
a01-007u-03-09.png,remains
a01-007u-04-00.png,Labour
a01-007u-04-01.png,has
a01-007u-04-02.png,to
a01-007u-04-03.png,have
a01-007u-04-04.png,an
a01-007u-04-05.png,adequate
a01-007u-04-06.png,number
a01-007u-05-00.png,of
a01-007u-05-01.png,members
a01-007u-05-02.png,.
a01-007u-05-03.png,THE
a01-007u-05-04.png,two
a01-007u-05-05.png,rival
a01-007u-05-06.png,African
a01-007u-06-00.png,Nationalist
a01-007u-06-01.png,Parties
a01-007u-06-02.png,of
a01-007u-06-03.png,Northern
a01-007u-06-04.png,Rhodesia
a01-007u-07-00.png,have
a01-007u-07-01.png,agreed
a01-007u-07-02.png,to
a01-007u-07-03.png,get
a01-007u-07-04.png,together
a01-007u-07-05.png,to
a01-007u-07-06.png,face
a01-007u-08-00.png,the
a01-007u-08-01.png,challenge
a01-007u-08-02.png,from
a01-007u-08-03.png,Sir
a01-007u-08-04.png,Roy
a01-007u-08-05.png,Welensky
a01-007u-08-06.png,","
a01-007u-09-00.png,the
a01-007u-09-01.png,Federal
a01-007u-09-02.png,Premier
a01-007u-09-03.png,.
a01-007x-00-00.png,Since
a01-007x-00-01.png,1958
a01-007x-00-02.png,","
a01-007x-00-03.png,13
a01-007x-00-04.png,Labour
a01-007x-00-05.png,life
a01-007x-00-06.png,Peers
a01-007x-00-07.png,and
a01-007x-00-08.png,#
a01-007x-01-00.png,Peeresses
a01-007x-01-01.png,have
a01-007x-01-02.png,been
a01-007x-01-03.png,created
a01-007x-01-04.png,.
a01-007x-01-05.png,Most
a01-007x-01-06.png,Labour
a01-007x-01-07.png,sentiment
a01-007x-02-00.png,would
a01-007x-02-01.png,still
a01-007x-02-02.png,favour
a01-007x-02-03.png,the
a01-007x-02-04.png,abolition
a01-007x-02-05.png,of
a01-007x-02-06.png,the
a01-007x-02-07.png,House
a01-007x-03-00.png,of
a01-007x-03-01.png,Lords
a01-007x-03-02.png,","
a01-007x-03-03.png,but
a01-007x-03-04.png,while
a01-007x-03-05.png,it
a01-007x-03-06.png,remains
a01-007x-03-07.png,Labour
a01-007x-03-08.png,has
a01-007x-03-09.png,to
a01-007x-04-00.png,have
a01-007x-04-01.png,an
a01-007x-04-02.png,adequate
a01-007x-04-03.png,number
a01-007x-04-04.png,of
a01-007x-04-05.png,members
a01-007x-04-06.png,.
a01-007x-04-07.png,THE
a01-007x-05-00.png,two
a01-007x-05-01.png,rival
a01-007x-05-02.png,African
a01-007x-05-03.png,Nationalist
a01-007x-05-04.png,Parties
a01-007x-05-05.png,of
a01-007x-05-06.png,Northern
a01-007x-06-00.png,Rhodesia
a01-007x-06-01.png,have
a01-007x-06-02.png,agreed
a01-007x-06-03.png,to
a01-007x-06-04.png,get
a01-007x-06-05.png,together
a01-007x-06-06.png,to
a01-007x-06-07.png,face
a01-007x-06-08.png,the
a01-007x-07-00.png,challenge
a01-007x-07-01.png,from
a01-007x-07-02.png,Sir
a01-007x-07-03.png,Roy
a01-007x-07-04.png,Welensky
a01-007x-07-05.png,","
a01-007x-07-06.png,the
a01-007x-07-07.png,Federal
a01-007x-07-08.png,Premier
a01-007x-07-09.png,.
a01-011-00-00.png,Delegates
a01-011-00-01.png,from
a01-011-00-02.png,Mr.
a01-011-00-03.png,Kenneth
a01-011-00-04.png,Kaunda's
a01-011-00-05.png,United
a01-011-00-06.png,National
a01-011-00-07.png,Independence
a01-011-01-00.png,Party
a01-011-01-01.png,(
a01-011-01-02.png,"280,000"
a01-011-01-03.png,members
a01-011-01-04.png,)
a01-011-01-05.png,and
a01-011-01-06.png,Mr.
a01-011-01-07.png,Harry
a01-011-01-08.png,Nkumbula's
a01-011-01-09.png,African
a01-011-02-00.png,National
a01-011-02-01.png,Congress
a01-011-02-02.png,(
a01-011-02-03.png,"400,000"
a01-011-02-04.png,)
a01-011-02-05.png,will
a01-011-02-06.png,meet
a01-011-02-07.png,in
a01-011-02-08.png,London
a01-011-02-09.png,today
a01-011-03-00.png,to
a01-011-03-01.png,discuss
a01-011-03-02.png,a
a01-011-03-03.png,common
a01-011-03-04.png,course
a01-011-03-05.png,of
a01-011-03-06.png,action
a01-011-03-07.png,.
a01-011-03-08.png,Sir
a01-011-03-09.png,Roy
a01-011-03-10.png,is
a01-011-04-00.png,violently
a01-011-04-01.png,opposed
a01-011-04-02.png,to
a01-011-04-03.png,Africans
a01-011-04-04.png,getting
a01-011-04-05.png,an
a01-011-04-06.png,elected
a01-011-04-07.png,majority
a01-011-05-00.png,in
a01-011-05-01.png,Northern
a01-011-05-02.png,Rhodesia
a01-011-05-03.png,","
a01-011-05-04.png,but
a01-011-05-05.png,the
a01-011-05-06.png,Colonial
a01-011-05-07.png,Secretary
a01-011-05-08.png,","
a01-011-06-00.png,Mr.
a01-011-06-01.png,Iain
a01-011-06-02.png,Macleod
a01-011-06-03.png,","
a01-011-06-04.png,is
a01-011-06-05.png,insisting
a01-011-06-06.png,on
a01-011-06-07.png,a
a01-011-06-08.png,policy
a01-011-06-09.png,of
a01-011-06-10.png,change
a01-011-06-11.png,.
a01-011u-00-00.png,Delegates
a01-011u-00-01.png,from
a01-011u-00-02.png,Mr.
a01-011u-00-03.png,Kenneth
a01-011u-00-04.png,Kaunda's
a01-011u-01-00.png,United
a01-011u-01-01.png,National
a01-011u-01-02.png,Independence
a01-011u-01-03.png,Party
a01-011u-02-00.png,(
a01-011u-02-01.png,"280,000"
a01-011u-02-02.png,members
a01-011u-02-03.png,)
a01-011u-02-04.png,and
a01-011u-02-05.png,Mr.
a01-011u-02-06.png,Harry
a01-011u-02-07.png,Nkumbula's
a01-011u-03-00.png,African
a01-011u-03-01.png,National
a01-011u-03-02.png,Congress
a01-011u-03-03.png,(
a01-011u-03-04.png,"400,000"
a01-011u-03-05.png,)
a01-011u-03-06.png,will
a01-011u-04-00.png,meet
a01-011u-04-01.png,in
a01-011u-04-02.png,London
a01-011u-04-03.png,today
a01-011u-04-04.png,to
a01-011u-04-05.png,discuss
a01-011u-04-06.png,a
a01-011u-04-07.png,common
a01-011u-05-00.png,course
a01-011u-05-01.png,of
a01-011u-05-02.png,action
a01-011u-05-03.png,.
a01-011u-05-04.png,Sir
a01-011u-05-05.png,Roy
a01-011u-05-06.png,is
a01-011u-05-07.png,violently
a01-011u-06-00.png,opposed
a01-011u-06-01.png,to
a01-011u-06-02.png,Africans
a01-011u-06-03.png,getting
a01-011u-06-04.png,an
a01-011u-06-05.png,elected
a01-011u-07-00.png,majority
a01-011u-07-01.png,in
a01-011u-07-02.png,Northern
a01-011u-07-03.png,Rhodesia
a01-011u-07-04.png,","
a01-011u-07-05.png,but
a01-011u-07-06.png,the
a01-011u-08-00.png,Colonial
a01-011u-08-01.png,Secretary
a01-011u-08-02.png,","
a01-011u-08-03.png,Mr.
a01-011u-08-04.png,Iain
a01-011u-08-05.png,Macleod
a01-011u-08-06.png,","
a01-011u-09-00.png,is
a01-011u-09-01.png,insisting
a01-011u-09-02.png,on
a01-011u-09-03.png,a
a01-011u-09-04.png,policy
a01-011u-09-05.png,of
a01-011u-09-06.png,change
a01-011u-09-07.png,.
a01-011x-00-00.png,Delegates
a01-011x-00-01.png,from
a01-011x-00-02.png,Mr.
a01-011x-00-03.png,Kenneth
a01-011x-00-04.png,Kaunda's
a01-011x-00-05.png,United
a01-011x-01-00.png,National
a01-011x-01-01.png,Independence
a01-011x-01-02.png,Party
a01-011x-01-03.png,(
a01-011x-01-04.png,"280,000"
a01-011x-01-05.png,members
a01-011x-01-06.png,)
a01-011x-02-00.png,and
a01-011x-02-01.png,Mr.
a01-011x-02-02.png,Harry
a01-011x-02-03.png,Nkumbula's
a01-011x-02-04.png,African
a01-011x-02-05.png,National
a01-011x-03-00.png,Congress
a01-011x-03-01.png,(
a01-011x-03-02.png,"400,000"
a01-011x-03-03.png,)
a01-011x-03-04.png,will
a01-011x-03-05.png,meet
a01-011x-03-06.png,in
a01-011x-03-07.png,London
a01-011x-03-08.png,today
a01-011x-04-00.png,to
a01-011x-04-01.png,discuss
a01-011x-04-02.png,a
a01-011x-04-03.png,common
a01-011x-04-04.png,course
a01-011x-04-05.png,of
a01-011x-04-06.png,action
a01-011x-04-07.png,.
a01-011x-05-00.png,Sir
a01-011x-05-01.png,Roy
a01-011x-05-02.png,is
a01-011x-05-03.png,violently
a01-011x-05-04.png,opposed
a01-011x-05-05.png,to
a01-011x-05-06.png,Africans
a01-011x-06-00.png,getting
a01-011x-06-01.png,an
a01-011x-06-02.png,elected
a01-011x-06-03.png,majority
a01-011x-06-04.png,in
a01-011x-06-05.png,Northern
a01-011x-07-00.png,Rhodesia
a01-011x-07-01.png,","
a01-011x-07-02.png,but
a01-011x-07-03.png,the
a01-011x-07-04.png,Colonial
a01-011x-07-05.png,Secretary
a01-011x-07-06.png,","
a01-011x-07-07.png,Mr.
a01-011x-07-08.png,Iain
a01-011x-08-00.png,Macleod
a01-011x-08-01.png,","
a01-011x-08-02.png,is
a01-011x-08-03.png,insisting
a01-011x-08-04.png,on
a01-011x-08-05.png,a
a01-011x-08-06.png,policy
a01-011x-08-07.png,of
a01-011x-08-08.png,change
a01-011x-08-09.png,.
a01-014-00-00.png,Sir
a01-014-00-01.png,Roy's
a01-014-00-02.png,United
a01-014-00-03.png,Federal
a01-014-00-04.png,Party
a01-014-00-05.png,is
a01-014-00-06.png,boycotting
a01-014-01-00.png,the
a01-014-01-01.png,London
a01-014-01-02.png,talks
a01-014-01-03.png,on
a01-014-01-04.png,the
a01-014-01-05.png,Protectorate's
a01-014-02-00.png,future
a01-014-02-01.png,.
a01-014-02-02.png,Said
a01-014-02-03.png,Mr.
a01-014-02-04.png,Nkumbula
a01-014-02-05.png,last
a01-014-02-06.png,night
a01-014-02-07.png,:
a01-014-03-00.png,""""
a01-014-03-01.png,We
a01-014-03-02.png,want
a01-014-03-03.png,to
a01-014-03-04.png,discuss
a01-014-03-05.png,what
a01-014-03-06.png,to
a01-014-03-07.png,do
a01-014-03-08.png,if
a01-014-03-09.png,the
a01-014-04-00.png,British
a01-014-04-01.png,Government
a01-014-04-02.png,gives
a01-014-04-03.png,in
a01-014-04-04.png,to
a01-014-04-05.png,Sir
a01-014-04-06.png,Roy
a01-014-04-07.png,and
a01-014-05-00.png,the
a01-014-05-01.png,talks
a01-014-05-02.png,fall
a01-014-05-03.png,through
a01-014-05-04.png,.
a01-014-05-05.png,There
a01-014-05-06.png,are
a01-014-05-07.png,bound
a01-014-06-00.png,to
a01-014-06-01.png,be
a01-014-06-02.png,demonstrations
a01-014-06-03.png,.
a01-014-06-04.png,""""
a01-014-06-05.png,Yesterday
a01-014-06-06.png,Sir
a01-014-06-07.png,Roy's
a01-014-07-00.png,chief
a01-014-07-01.png,aide
a01-014-07-02.png,","
a01-014-07-03.png,Mr.
a01-014-07-04.png,Julius
a01-014-07-05.png,Greenfield
a01-014-07-06.png,","
a01-014-07-07.png,telephoned
a01-014-08-00.png,his
a01-014-08-01.png,chief
a01-014-08-02.png,a
a01-014-08-03.png,report
a01-014-08-04.png,on
a01-014-08-05.png,his
a01-014-08-06.png,talks
a01-014-08-07.png,with
a01-014-09-00.png,Mr.
a01-014-09-01.png,Macmillan
a01-014-09-02.png,at
a01-014-09-03.png,Chequers
a01-014-09-04.png,.
a01-014u-00-00.png,Sir
a01-014u-00-01.png,Roy's
a01-014u-00-02.png,United
a01-014u-00-03.png,Federal
a01-014u-00-04.png,Party
a01-014u-00-05.png,is
a01-014u-01-00.png,boycotting
a01-014u-01-01.png,the
a01-014u-01-02.png,London
a01-014u-01-03.png,talks
a01-014u-01-04.png,on
a01-014u-01-05.png,the
a01-014u-02-00.png,Protectorate's
a01-014u-02-01.png,future
a01-014u-02-02.png,.
a01-014u-02-03.png,Said
a01-014u-02-04.png,Mr.
a01-014u-02-05.png,Nkumbula
a01-014u-03-00.png,last
a01-014u-03-01.png,night
a01-014u-03-02.png,:
a01-014u-03-03.png,""""
a01-014u-03-04.png,We
a01-014u-03-05.png,want
a01-014u-03-06.png,to
a01-014u-03-07.png,discuss
a01-014u-03-08.png,what
a01-014u-03-09.png,to
a01-014u-04-00.png,do
a01-014u-04-01.png,if
a01-014u-04-02.png,the
a01-014u-04-03.png,British
a01-014u-04-04.png,demonstrations
a01-014u-04-05.png,.
a01-014u-04-06.png,""""
a01-014u-05-00.png,Yesterday
a01-014u-05-01.png,Sir
a01-014u-05-02.png,Roy's
a01-014u-05-03.png,chief
a01-014u-05-04.png,aide
a01-014u-05-05.png,","
a01-014u-05-06.png,Mr.
a01-014u-06-00.png,Julius
a01-014u-06-01.png,Greenfield
a01-014u-06-02.png,","
a01-014u-06-03.png,telephoned
a01-014u-06-04.png,his
a01-014u-06-05.png,chief
a01-014u-07-00.png,a
a01-014u-07-01.png,report
a01-014u-07-02.png,on
a01-014u-07-03.png,his
a01-014u-07-04.png,talks
a01-014u-07-05.png,with
a01-014u-07-06.png,Mr.
a01-014u-07-07.png,Macmillan
a01-014u-08-00.png,at
a01-014u-08-01.png,Chequers
a01-014u-08-02.png,.
a01-014x-00-00.png,Sir
a01-014x-00-01.png,Roy's
a01-014x-00-02.png,United
a01-014x-00-03.png,Federal
a01-014x-00-04.png,Party
a01-014x-00-05.png,is
a01-014x-00-06.png,boycotting
a01-014x-01-00.png,the
a01-014x-01-01.png,London
a01-014x-01-02.png,talks
a01-014x-01-03.png,on
a01-014x-01-04.png,the
a01-014x-01-05.png,Protectorate's
a01-014x-02-00.png,future
a01-014x-02-01.png,.
a01-014x-02-02.png,Said
a01-014x-02-03.png,Mr.
a01-014x-02-04.png,Nkumbula
a01-014x-02-05.png,last
a01-014x-02-06.png,night
a01-014x-02-07.png,:
a01-014x-03-00.png,""""
a01-014x-03-01.png,We
a01-014x-03-02.png,want
a01-014x-03-03.png,to
a01-014x-03-04.png,discuss
a01-014x-03-05.png,what
a01-014x-03-06.png,to
a01-014x-03-07.png,do
a01-014x-03-08.png,if
a01-014x-03-09.png,the
a01-014x-04-00.png,British
a01-014x-04-01.png,Government
a01-014x-04-02.png,gives
a01-014x-04-03.png,in
a01-014x-04-04.png,to
a01-014x-04-05.png,Sir
a01-014x-04-06.png,Roy
a01-014x-05-00.png,and
a01-014x-05-01.png,the
a01-014x-05-02.png,talks
a01-014x-05-03.png,fall
a01-014x-05-04.png,through
a01-014x-05-05.png,.
a01-014x-05-06.png,There
a01-014x-05-07.png,are
a01-014x-05-08.png,bound
a01-014x-06-00.png,to
a01-014x-06-01.png,be
a01-014x-06-02.png,demonstrations
a01-014x-06-03.png,.
a01-014x-06-04.png,""""
a01-014x-06-05.png,Yesterday
a01-014x-06-06.png,Sir
a01-014x-06-07.png,Roy's
a01-014x-07-00.png,chief
a01-014x-07-01.png,aide
a01-014x-07-02.png,","
a01-014x-07-03.png,Mr.
a01-014x-07-04.png,Julius
a01-014x-07-05.png,Greenfield
a01-014x-07-06.png,","
